id	name	reactions
PWY-6836	santalene biosynthesis II	RXN-8429|RXN-8621|RXN-12494|RXN-12493
PWY-5950	geosmin biosynthesis	RXN-8648|RXN-9475|RXN-9476
PWY-7720	ophiobolin F biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-8813|RXN-15427
PWY-7889	tRNA-uridine 2-thiolation (mammalian mitochondria)	RXN-18705|RXN0-308|RXN-16822|RXN-16821
PWY-6257	curcumene biosynthesis	RXN-10599|RXN-10598|RXN-10597
PWY-6271	eudesmol biosynthesis	RXN-10637|RXN-10636|RXN-10635
PWY-6290	beta-cubebene biosynthesis	RXN-8604
PWY-5425	oleoresin sesquiterpene volatiles biosynthesis	RXN-8550|RXN-8572|RXN-8540|RXN-8541|RXN-8414|RXN-8566
PWY-7904	tRNA-uridine 2-thiolation (thermophilic bacteria)	RXN-18770|RXN-18457|RXN-18456|RXN-18455|RXN0-308
PWY-6669	delta-guaiene biosynthesis	RXN-11909|RXN-11527
PWY-7712	deoxynivalenol biosynthesis	RXN-17048|RXN-17047|RXN-17046|RXN-17045|RXN-17044|RXN-17043
PWY-7730	T-2 toxin biosynthesis	RXN-17042|RXN-17041|RXN-17040|RXN-17039|RXN-17038
PWY-7711	calonectrin biosynthesis	RXN-17037|RXN-17036|RXN-17035|RXN-17034|RXN-17033|RXN-17032|RXN-17031|RXN-17030|RXN-17029|TRICHODIENE-SYNTHASE-RXN
PWY0-1479	tRNA processing	RXN0-6485|RXN0-6481|RXN0-6483|3.1.26.5-RXN|RXN0-6484|RXN0-6482|RXN0-6480|RXN0-4222|RXN0-6479|RXN0-6478
PWY-7714	harzianum A and trichodermin biosynthesis	RXN-17071|RXN-17070|RXN-17057|RXN-17056
PWY-7713	nivalenol biosynthesis	RXN-17055|RXN-17054|RXN-17053|RXN-17052|RXN-17051|RXN-17050|RXN-17049
PWY-4922	6-methoxymellein biosynthesis	RXN-7404|6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN|RXN-7405
PWY-2002	isoflavonoid biosynthesis I	RXN-3481|RXN-3284|RXN-3283|RXN-3501|RXN-3221
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	RXN-14517|RXN-14516|RXN-14518|RXN-14519
PWY-4681	kievitone biosynthesis	RXN-7227|RXN-7226|RXN-7225|RXN-7224
PWY-2343	daidzein conjugates interconversion	RXN-3591|RXN-3588|RXN-3585|RXN-3584
PWY-2464	(-)-maackiain biosynthesis	RXN-13700|RXN-3762|RXN-3768|RXN-3766|RXN-3765|RXN-3763
PWY-2701	maackiain conjugates interconversion	RXN-4322|RXN-4321|RXN-4320|RXN-4319
PWY-7888	tRNA-uridine 2-thiolation (cytoplasmic)	RXN0-308|RXN-18705|RXN-18704|RXN-18700|RXN-18701|RXN-18699|RXN-12461
PWY-2861	biochanin A conjugates interconversion	RXN-4705|RXN-4704|RXN-4703|RXN-4702
PWY-4502	wighteone and luteone biosynthesis	RXN-7781|RXN-7780|RXN-7779|RXN-7143|RXN-7142|RXN-7141
PWY-2321	formononetin biosynthesis	RXN-3284|RXN-3625|RXN-3624|RXN-3542
PWY-2463	(-)-medicarpin biosynthesis	RXN-3602|RXN-3601|RXN-3562|ISOFLAVONE-2-HYDROXYLASE-RXN
PWY-7892	tRNA-uridine 2-thiolation and selenation (bacteria)	RXN-22700|RXN-22699|RXN-20757|RXN-20756|RXN-20755|RXN-18710|RXN-18709|RXN-18708|RXN0-2023|RXN0-5144|RXN0-7081
PWY-2561	medicarpin conjugates interconversion	RXN-4207|RXN-4206|RXN-4204|RXN-4201
PWY-2762	glyceollin biosynthesis	RXN-4513|RXN-4512|RXN-4510|RXN-4511|RXN-4509
PWY-3042	phaseollin biosynthesis	RXN-5112|RXN-5111
PWY-2083	isoflavonoid biosynthesis II	RXN-7750|RXN-7650|RXN-7686|RXN-5502|RXN-5501|RXN-3761|RXN-3645|RXN-3642|RXN-3303|RXN-1541
PWY-8341	N1-methyl-N3-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis	RXN-22911|RXN-13327|RXN-22910
PWY-2345	genistein conjugates interconversion	RXN-3581|RXN-3590|RXN-3592|RXN-3583
PWY-6398	melatonin degradation I	RXN-11058|RXN-11056|RXN-11060|RXN-11059|RXN-11057
PWY-2467	(+)-pisatin biosynthesis	RXN-18746|RXN-18745|RXN-16377|RXN-16376|RXN-2054|RXN-4561|RXN-4002
PWY-2761	(-)-glycinol biosynthesis	RXN-13699|RXN-4505|RXN-4504|RXN-4502|RXN-4501
PWY-6400	melatonin degradation III	RXN-11073|RXN-11071
PWY-2904	formononetin conjugates interconversion	RXN-4764|RXN-4763|RXN-4762|RXN-4761
PWY-6711	archaeosine biosynthesis I	RXN-12145|RXN-12144
CAMALEXIN-SYN	camalexin biosynthesis	RXN-19837|RXN-19839|RXN-19841|RXN-19840|RXN-12063|RXN-12062|RXN-12061|RXN-11666|RXN-11665|RXN-11664|RXN-11663|RXN-8275
PWY-6399	melatonin degradation II	RXN-11069|RXN-11068|RXN-11067|RXN-11066
PWY-7481	oryzalide A biosynthesis	RXN-18940|RXN-15428|RXN-12593
PWY-7478	oryzalexin D and E biosynthesis	RXN-15441|RXN-15394|RXN-15381|RXN-15382|RXN-15379
P641-PWY	phenylmercury acetate degradation	MERCURY-II-REDUCTASE-RXN|R581-RXN
PWY-7489	oryzalexin A, B, and C biosynthesis	RXN-15467|RXN-15466|RXN-15465|RXN-15464
PWY0-1587	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	RXN-14569|RXN-14570
PWY-2981	diterpene phytoalexins precursors biosynthesis	RXN-7788|RXN-15440|RXN-15439|RXN-15438|RXN-15437|RXN-9291|RXN-8528|RXN-4881|RXN-4884|RXN-4883|RXN-4882|5.5.1.13-RXN
PWY-7477	momilactone A biosynthesis	RXN-15453|RXN-15452|RXN-12882|RXN-12881|RXN-12880|RXN-15399|RXN-9290
PWY-7484	phytocassanes biosynthesis, shared reactions	RXN-18946|RXN-18945|RXN-18942|RXN-18941|RXN-15463|RXN-15462|RXN-15445|RXN-15444|RXN-15433|RXN-15432|RXN-12884
PWY-5116	sakuranetin biosynthesis	RXN-7773
PWY-7285	methylwyosine biosynthesis	RXN-14526|RXN-14527|RXN-14517|RXN-14516
PWY-84	resveratrol biosynthesis	RXN-7578|RXN-7577|RXN-7575|RXN-87
PWY-7677	rosamicin biosynthesis	RXN-15064|RXN-16752|RXN-16753|RXN-16754|RXN-16755
PWY-7109	megalomicin A biosynthesis	RXN-13661|RXN-12925
PWY-7415	tylosin biosynthesis	MACROCIN-O-METHYLTRANSFERASE-RXN|DEMETHYLMACROCIN-O-METHYLTRANSFERASE-RXN|RXN-15058|RXN-15059|RXN-15060|RXN-15061|RXN-15062|RXN-15063|RXN-15064
PWY-7891	tRNA-uridine 2-thiolation (yeast mitochondria)	RXN-18706|RXN0-7068|RXN-18705|RXN0-308
PWY-7624	nystatin biosynthesis	RXN-16254|RXN-16251|RXN-16252|RXN-16253
PWY-7108	erythromycin A biosynthesis	RXN-12926|RXN-12925|RXN-12924|RXN-12923
PWY-7412	mycinamicin biosynthesis	RXN-15057|RXN-15050|RXN-15049|RXN-12800|RXN-12801|RXN-15052|RXN-15053|RXN-15054|RXN-15055
PWY-7422	methymycin, neomethymycin and novamethymycin biosynthesis	RXN-15109|RXN-15108|RXN-15100|RXN-15101|RXN-12807|RXN-15103
PWY-7923	archaeosine biosynthesis II	RXN-19021|RXN-12144
PWY-6971	oleandomycin biosynthesis	RXN-12914|RXN-12913|RXN-12804|RXN-12802|RXN-12803
PWY-7106	erythromycin D biosynthesis	ERYTHRONOLIDE-SYNTHASE-RXN|RXN-12808|RXN-12933|RXN-12918
PWY-7421	narbomycin, pikromycin and novapikromycin biosynthesis	RXN-15110|RXN-15106|RXN-15107|RXN-15099|RXN-15102|RXN-15105
PWY-7650	echinocandin B biosynthesis	RXN-16503|RXN-16508|RXN-16507|RXN-16506|RXN-16505|RXN-16504|RXN-16502|RXN-16501|RXN-16500|RXN-16499|RXN-16498
PWY0-1554	5-(methoxycarbonylmethoxy)uridine biosynthesis	RXN0-7167|RXN0-7066|RXN0-7067
PWY-7668	apicidin F biosynthesis	RXN-16764|RXN-16686|RXN-16682|RXN-16680|RXN-16267|RXN-16669|RXN-16675|RXN-16674|RXN-16673|RXN-16672
PWY-7667	apicidin biosynthesis	RXN-16764|RXN-16684|RXN-16683|RXN-16682|RXN-16681|RXN-16680|RXN-16267|RXN-16669|RXN-16667|RXN-16666
PWY-7022	paromamine biosynthesis II	RXN-13221|RXN-13123|RXN-13122|RXN-13116|RXN-13117|RXN-13119
PWY-7014	paromamine biosynthesis I	RXN-13123|RXN-13122|RXN-13116|RXN-13117|RXN-13119|RXN-13118
PWY-7391	isoprene biosynthesis II (engineered)	4.2.3.27-RXN|IPPISOM-RXN|DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN|PHOSPHOMEVALONATE-KINASE-RXN|MEVALONATE-KINASE-RXN|1.1.1.34-RXN|HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN|ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6913	methylbutenol biosynthesis	RXN-12646
PWY-8084	daurichromenate biosynthesis	RXN-18836|RXN-20901|RXN-20875
PWY-5815	rubber biosynthesis	RXN0-5180|RXN-9137
PWY-7572	lolitrem B biosynthesis	RXN-15968|RXN-15961|RXN-15967|RXN-15966|RXN-15965|RXN-15964|RXN-15963|RXN-15962|RXN-15960|RXN-15959|RXN-15958|RXN-15957|RXN-15956|RXN-15955|RXN-15735
PWY-6304	casbene biosynthesis	CASBENE-SYNTHASE-RXN
PWY-7994	dolabralexins biosynthesis	5.5.1.13-RXN|RXN-19635|RXN-19638|RXN-19637|RXN-19636
PWY-6691	plaunotol biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-10627|RXN-10626
PWY18C3-18	labdenediol and sclareol biosynthesis	RXN-9454|RXN18C3-50
PWY-7070	steviol biosynthesis	RXN-7580|RXN-5242|1.14.13.78-RXN|RXN-13510
PWY-5107	phytol salvage pathway	RXN-7763|RXN-7683
PWY-7517	brassicicene C biosynthesis	FARNESYLTRANSTRANSFERASE-RXN|RXN-15595|RXN-15594|RXN-15593|RXN-15592|RXN-15591|RXN-10632
PWY-7721	methyl phomopsenoate biosynthesis	RXN-17086|RXN-17085|FARNESYLTRANSTRANSFERASE-RXN|FPPSYN-RXN
PWY-6659	fusicoccin A biosynthesis	RXN-15604|RXN-15603|RXN-15602|RXN-15601|RXN-15600|RXN-15599|RXN-10632|FARNESYLTRANSTRANSFERASE-RXN
PWY-7065	2alpha,7beta-dihydroxylation of taxusin	RXN-13488|RXN-13487|RXN-13486|RXN-12885
PWY-5660	taxol biosynthesis	RXN-13485|RXN-13484|RXN-11851|RXN-8861|RXN-8865|RXN-8859|RXN-8857|2.3.1.167-RXN|2.3.1.166-RXN|RXN-8855|4.2.3.17-RXN|1.14.99.37-RXN|2.3.1.162-RXN|1.14.13.76-RXN|1.14.13.77-RXN
PWY-7680	carnosate bioynthesis	RXN-18881|RXN-18880|RXN-4861|RXN-13338|RXN-16785|RXN-16786
PWY-6645	labdane-type diterpenes biosynthesis	RXN-11775|RXN-11773|RXN-11774|RXN-11772
PWY18C3-13	cis-abienol biosynthesis	RXN-13770|RXN-11772
PWY18C3-7	cembratrienediol biosynthesis	RXN18C3-23|RXN18C3-22|RXN18C3-21|RXN18C3-20
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	RXN-13521|RXN-13520|RXN-13518|RXN-13517|RXN-13516|RXN-13515|RXN-13514|RXN-13513|RXN-13512|RXN-13511
PWY-7482	cyclooctatin biosynthesis	RXN-15429|RXN-15431|RXN-15430
PWY-7697	geranyl beta-primeveroside biosynthesis	RXN-16940|RXN-16939
PWY-5813	bornyl diphosphate biosynthesis	GERANYL-DIPHOSPHATE-CYCLASE-RXN
PWY-5928	(4R)-carvone biosynthesis	4.2.3.16-RXN|CARVEOL-DEHYDROGENASE-RXN|--LIMONENE-6-MONOOXYGENASE-RXN
PWY-6445	fenchol biosynthesis II	RXN-5106|4.2.3.16-RXN|4.2.3.10-RXN
PWY-6451	3-carene biosynthesis	RXN-8565
PWY-7443	(4S)-carvone biosynthesis	RXN-9397|RXN-10746|4.2.3.20-RXN
PWY-5423	oleoresin monoterpene volatiles biosynthesis	RXN-5142|RXN-5121|RXN-8565|RXN-5143|RXN-5110|RXN-5106|RXN-5107|4.2.3.16-RXN
PWY-8177	nerol biosynthesis	DIMETHYLALLYLCISTRANSFERASE-RXN|RXN-21729
PWY-5835	geranyl acetate biosynthesis	RXN-9194|RXN-9192
PWY-6437	fenchol biosynthesis I	RXN-11276|RXN-11275|RXN-11274|RXN-11273|4.2.3.10-RXN
PWY-6449	fenchone biosynthesis	RXN-11273|RXN-11275|4.2.3.10-RXN
PWY-3061	menthol biosynthesis	1.14.13.104-RXN|RXN-5164|RXN-5165|RXN-5166|RXN-5161|RXN-5163|RXN-5162|--MENTHOL-DEHYDROGENASE-RXN|4.2.3.16-RXN|+-NEOMENTHOL-DEHYDROGENASE-RXN|--LIMONENE-3-MONOOXYGENASE-RXN|ISOPIPERITENOL-DEHYDROGENASE-RXN
PWY-8176	geraniol biosynthesis (cytosol)	RXN-17102|RXN-17104
PWY-5829	geraniol and geranial biosynthesis	RXN-9193|GERANIOL-DEHYDROGENASE-RXN|RXN-8618
PWY-6436	perillyl aldehyde biosynthesis	RXN-18735|4.2.3.16-RXN|--LIMONENE-7-MONOOXYGENASE-RXN
PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	FPPSYN-RXN|GPPSYN-RXN
PWY-6447	trichome monoterpenes biosynthesis	DIMETHYLALLYLCISTRANSFERASE-RXN|RXN-8584|RXN-11279|RXN-11288|RXN-11286|RXN-11284|RXN-11282
PWY-7182	linalool biosynthesis I	4.2.3.26-RXN|GPPSYN-RXN
PWY-8052	2-arachidonoylglycerol biosynthesis	RXN-20534|RXN-20535|RXN-20529|RXN-20523|RXN-20522|RXN-20519|RXN-20521
PWY-5474	hydroxycinnamic acid tyramine amides biosynthesis	RXN-8715|RXN-8714|RXN-8713|TYRAMINE-N-FERULOYLTRANSFERASE-RXN|TYROSINE-DECARBOXYLASE-RXN
PWY-8024	4-hydroxyindole-3-carbonyl nitrile biosynthesis	RXN-19839|RXN-19841|RXN-19840|RXN-12063|RXN-12062|RXN-12061|RXN-20040|RXN-20042
PWY-8299	(3S)-diazinane-3-carboxylate biosynthesis	RXN-13783|RXN-22541
PWY-5473	hydroxycinnamic acid serotonin amides biosynthesis	RXN-8712|RXN-8711|RXN-8710|RXN-8709|RXN-8707|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN
PWY-6448	hordatine biosynthesis	RXN-11292|AGMATINE-N4-COUMAROYLTRANSFERASE-RXN
PWY-8055	palmitoyl ethanolamide biosynthesis	RXN-20516|RXN-20568|RXN-20567|RXN-20566|RXN-20565|RXN-20564
PWY-6442	spermidine hydroxycinnamic acid conjugates biosynthesis	RXN-11263|RXN-11262|RXN-11261|RXN-11260|RXN-11259|RXN-11258|RXN-11257
PWY-7138	noscapine biosynthesis	RXN-19906|RXN-19905|RETICULINE-OXIDASE-RXN|2.1.1.117-RXN|1.1.3.36-RXN|RXN-13806|RXN-13812|RXN-13811|RXN-13810|RXN-13807|RXN-13808|RXN-13809
PWY-7612	chaetoglobosin A biosynthesis	RXN-16188|RXN-16187|RXN-16186|RXN-16185|RXN-16184|RXN-16183|RXN-16182|RXN-16181|RXN-16180
PWY-7526	fumitremorgin A biosynthesis	RXN-14421|RXN-14407|RXN-14420|RXN-14414
PWY-7705	quinolinone B biosynthesis	RXN-23362|RXN-23347|RXN-23348|RXN-23349|RXN-16982|RXN-16981|RXN-16980|RXN-16979
PWY-5315	1-methylpyrrolinium biosynthesis	RXN-8246|RXN-8244|PUTRESCINE-N-METHYLTRANSFERASE-RXN
PWY-7549	asperlicin E biosynthesis	RXN-15799|RXN-15798|RXN-15797
PWY-8388	aspoquinolone biosynthesis	RXN-23355|RXN-23341|RXN-23342|RXN-23343|RXN-23344|RXN-23345|RXN-23346
PWY-5748	gamma-coniciene and coniine biosynthesis	RXN-13523|RXN-13527|RXN-13524|RXN-13526|RXN-13525|RXN-8983|RXN-8982|RXN-8981
PWY-7600	peramine biosynthesis	RXN-16089
PWY18C3-3	alpha-tomatine biosynthesis	RXN18C3-6|RXN18C3-5|RXN18C3-237|RXN18C3-236|RXN18C3-3|RXN18C3-235|RXN-21391|RXN-20584|RXN-20583|RXN18C3-12|RXN18C3-11|RXN18C3-10|RXN18C3-9|RXN18C3-8
PWY-6027	capsiconiate biosynthesis	RXN-2602|RXN-8926|RXN-9719|RXN-1106
PWY-7605	roquefortine C biosynthesis	RXN-16128|RXN-16127|RXN-16126|RXN-16125|RXN-16124
PWY-7135	emetine biosynthesis	4.3.3.3-RXN|RXN-13790|RXN-13791|RXN-13792|RXN-13793|RXN-13794|RXN-13795|RXN-13796
PWY-7525	fumitremorgin C biosynthesis	RXN-19068|RXN-17146|RXN-14927|RXN-14413|RXN-14415|RXN-15644|RXN-14416|RXN-14418|RXN-15642
PWY-7704	viridicatin biosynthesis	RXN-23354|RXN-16978|RXN-16977|RXN-16976|RXN-13989
PWY-7543	5-N-acetylardeemin biosynthesis	RXN-15765|RXN-15763|RXN-15762
PWY-8100	crotonosine biosynthesis	RXN-5141|RXN-19234|RXN-19233|RXN-19231
PWY-5710	capsaicin biosynthesis	RXN-21443|RXN-8927|RXN-8926|CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN|RXN-8925|4.1.2.41-RXN|4.2.1.101-RXN
PWY-7558	alpha-cyclopiazonate detoxification	RXN-15836
PWY18C3-2	solasodine and soladulcidine biosynthesis	RXN18C3-235|RXN18C3-237|RXN18C3-236|RXN-20588|RXN-20587|RXN-20586|RXN18C3-7|RXN18C3-6|RXN18C3-5|RXN18C3-3
PWY-5958	acridone alkaloid biosynthesis	ANTHRANSYN-RXN|RXN-9504|2.3.1.159-RXN|ANTHRANILATE-N-METHYLTRANSFERASE-RXN
PWY-7604	notoamide C and D biosynthesis	RXN-16110|RXN-16109|RXN-16108
PWY-6923	ricinine degradation	3.5.5.2-RXN
PWY-7608	neoxaline biosynthesis	RXN-16147|RXN-16146
PWY-7265	lampranthin biosynthesis	RXN-14450|RXN-14449
PWY-7660	tryptoquialanine biosynthesis	RXN-16591|RXN-16590|RXN-16589|RXN-16588|RXN-16587|RXN-16586|RXN-16585|RXN-16584|RXN-16583
PWY-7542	fumiquinazoline D biosynthesis	RXN-15750|RXN-15749|RXN-15748|RXN-15747|RXN-15746
PWY-7826	Amaryllidacea alkaloids biosynthesis	RXN-18133|RXN-18153|RXN-18152|RXN-18142|RXN-18141|RXN-18140|RXN-18138|RXN-18137|RXN-18136|RXN-18135|RXN-18134|RXN-18129|RXN-18132|RXN-18125|RXN-18124|RXN-18126|RXN-8871|RXN-8872|TYROSINE-DECARBOXYLASE-RXN|RXN-18120|RXN-18121|RXN-18122|RXN-18128|RXN-18123|RXN-18127
PWY-5666	alpha-solanine/alpha-chaconine biosynthesis	RXN18C3-239|RXN18C3-240|RXN18C3-241|RXN-8882|RXN-8875|RXN-8884|RXN-8881|RXN-8883|RXN-8880
PWY-7555	alpha-cyclopiazonate biosynthesis	BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN|RXN-15812|RXN-15811|RXN-15810
PWY-8389	penigequinolone biosynthesis	RXN-23357|RXN-23356|RXN-23358|RXN-23351|RXN-23352|RXN-23353|RXN-23343|RXN-23345|RXN-23346
PWY-5883	ephedrine biosynthesis	RXN-21529|RXN-21528|PHENYLALANINE-AMMONIA-LYASE-RXN|RXN-9336|RXN-9337|RXN-9338|RXN-9339|RXN-9340|RXN-9341|RXN-9342
PWY-7603	stephacidin A biosynthesis	RXN-16107|RXN-16106|RXN-16105|RXN-16104|RXN-14419
PWY18C3-4	solasodine glycosylation	RXN18C3-13|RXN-12123
PWY-7607	meleagrin biosynthesis	RXN-16145|RXN-16144|RXN-16143|RXN-16142|RXN-16141|RXN-16140
PWY-5292	vindoline, vindorosine and vinblastine biosynthesis	RXN-20001|RXN-8223|RXN-19985|RXN-19984|RXN-19983|GEISSOSCHIZINE-DEHYDROGENASE-RXN|RXN-19979|RXN-19978|RXN-19977|RXN-19975|RXN-19974|RXN-19973|RXN-19972|RXN-19971|STRICTOSIDINE-BETA-GLUCOSIDASE-RXN|RXN-18625|RXN-18624|RXN-18623|RXN-18622|RXN-18621|RXN-18615|RXN-18618|RXN-18616|RXN-12023|RXN-8201|2.3.1.107-RXN|1.14.11.20-RXN|2.1.1.99-RXN|2.1.1.94-RXN|1.14.13.73-RXN
PWY-5290	secologanin and strictosidine biosynthesis	RXN-20745|RXN-20744|RXN-19644|RXN-9370|RXN-9369|RXN-9368|RXN-9367|RXN-15237|LOGANATE-O-METHYLTRANSFERASE-RXN|RXN-4521|RXN-9372|RXN-9371|RXN-8618|STRICTOSIDINE-SYNTHASE-RXN|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN|1.3.3.9-RXN|RXN-8197
PWY-8216	strychnine biosynthesis	STRICTOSIDINE-BETA-GLUCOSIDASE-RXN|RXN-8223|RXN-19979|GEISSOSCHIZINE-DEHYDROGENASE-RXN|RXN-19985|RXN-22113|RXN-22114|RXN-22115|RXN-22116|RXN-22117
PWY-5301	ajmaline and sarpagine biosynthesis	GEISSOSCHIZINE-DEHYDROGENASE-RXN|RXN-19979|RXN-8224|RXN-19994|RXN-19993|RXN-12673|RXN-19991|RXN-19992|RXN-8223|RXN-8220|1.14.13.91-RXN|1.1.1.273-RXN|RXN-8225|RXN-8219|RXN-8222|RXN-8221|1.3.1.73-RXN|1.5.1.32-RXN|2.4.1.219-RXN|1.14.13.75-RXN|2.3.1.160-RXN|3.1.1.78-RXN|STRICTOSIDINE-BETA-GLUCOSIDASE-RXN
PWY-7709	(3R)-linalool biosynthesis	GPPSYN-RXN|4.2.3.26-RXN
PWY-7141	(3S)-linalool biosynthesis	4.2.3.25-RXN|GPPSYN-RXN
PWY-6990	(+)-camphor biosynthesis	GERANYL-DIPHOSPHATE-CYCLASE-RXN|RXN-13046|+-BORNEOL-DEHYDROGENASE-RXN
PWY-6991	(-)-camphor biosynthesis	RXN-13002|RXN-13047|--BORNEOL-DEHYDROGENASE-RXN
PWY-5034	gibberellin A12 biosynthesis	1.14.13.79-RXN|RXN1F-160|RXN1F-161|1.14.13.78-RXN|RXN-5242|RXN-7580
PWY-6653	ent -kaurene biosynthesis II	RXN-11779|RXN-11778
PWY-5032	ent-kaurene biosynthesis I	4.2.3.19-RXN|5.5.1.13-RXN
PWY-5418	phenol degradation I (aerobic)	PHENOL-2-MONOOXYGENASE-RXN
PWY-5413	neoabietic acid biosynthesis	RXN-8522|RXN-8521|RXN-8519|RXN-8520|RXN-8512|RXN-4861
PWY-5421	dehydroabietic acid biosynthesis	RXN-8530|RXN-8531|4.2.3.18-RXN|RXN-8532|RXN-8533|RXN-8534|RXN-4861
PWY-5412	levopimaric acid biosynthesis	RXN-8518|RXN-8516|RXN-8517|RXN-8515|RXN-8511|RXN-4861
PWY-5411	abietic acid biosynthesis	RXN-10624|RXN-8510|RXN-8509|RXN-8508|RXN-8507|4.2.3.18-RXN|RXN-4861
PHENOLDEG-PWY	phenol degradation II (anaerobic)	OHBENZCOARED-RXN|4-HYDROXYBENZOATE--COA-LIGASE-RXN|PHENYLPCARB-RXN|PHENOLPHOS-RXN
PWY-5414	palustric acid biosynthesis	RXN-8523|RXN-8524|RXN-8525|RXN-8526|RXN-8513|RXN-4861
PWY-5422	isopimaric acid biosynthesis	RXN-8538|RXN-8537|RXN-8536|RXN-8535|RXN-8514|RXN-4861
PWY-5063	phytyl diphosphate biosynthesis	RXN-7658|RXN-7659|RXN-7660
PWY-5943	beta-carotene biosynthesis	RXN1F-150|RXN1F-151
PWY-5946	alpha-carotene biosynthesis	RXN1F-148|RXN1F-147
PWY-7940	lauryl-hydroxychlorobactene glucoside biosynthesis	RXN-19138|RXN-19139|RXN-19140
PWY-6280	synechoxanthin biosynthesis	RXN-10648|RXN-10649|RXN-10650|RXN-10651|RXN-10652|RXN-10653
PWY-7950	diadinoxanthin and fucoxanthin biosynthesis	RXN-19203|RXN-19198|RXN-19197|RXN-19196|RXN-19184
PWY-6581	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	RXN-12412|RXN-11653|RXN-11652|RXN-11651|RXN-11650|RXN-11649|RXN-11648|RXN-11647|RXN-10643
PWY-5174	capsanthin and capsorubin biosynthesis	RXN-7979|RXN-7946|RXN-7947
PWY-5291	canthaxanthin biosynthesis	RXN-8195|RXN-8192|RXN-8194|RXN-8193|RXN-8196
PWY-7636	astaxanthin biosynthesis (flowering plants)	RXN-8187|RXN-8186|RXN-16409|RXN-16410|RXN-16411|RXN-16412|RXN-16414|RXN-16413
PWY-5945	violaxanthin, antheraxanthin and zeaxanthin interconversion	RXN-7979|RXN-7984|RXN-7978|RXN-7985
PWY-7939	chlorobactene biosynthesis	RXN-19135|RXN1F-150
PWY-6279	myxol-2' fucoside biosynthesis	RXN-16059|RXN-10647|RXN-10646|RXN-10645|RXN-10644|RXN-10643
PWY-7949	diadinoxanthin and diatoxanthin interconversion	RXN-19202|RXN-19200
PWY-6287	neurosporene biosynthesis	RXNARA-8002|RXN-8024|RXN-8023|2.5.1.32-RXN|RXN-8022
PWY-7175	nostoxanthin biosynthesis	RXN-14017|RXN-14016
PWY-5288	astaxanthin biosynthesis (bacteria, fungi, algae)	RXN-8215|RXN-8214|RXN-8025|RXN-8026|RXN-8190|RXN-8189|RXN-8187|RXN-8186|RXN-8185|RXN-8184
PWY-7623	astaxanthin dirhamnoside biosynthesis	RXN-16244
PWY-5944	zeaxanthin biosynthesis	RXN-8026|RXN-8025
PWY-7638	echinenone and zeaxanthin biosynthesis (Synechocystis)	RXN-16455|RXN-8026|RXN-8025|RXN-16449
PWY-5947	lutein biosynthesis	RXN-5962|RXN-5961|RXN1F-148
PWY-7947	flexixanthin biosynthesis	RXN-19183|RXN-19179|RXN-19178|RXN-11647|RXN-10643
PWY-6286	spheroidene and spheroidenone biosynthesis	RXN-10670|RXN-10669|RXN-10668|RXN-10667|RXN-10666|RXN-10665
PWY-6809	neoxanthin biosynthesis	RXN-8074|RXN1F-155
PWY-5175	lactucaxanthin biosynthesis	RXN-8030|RXN-8029|RXN-8028
PWY-7591	okenone biosynthesis	RXN-16058|RXN-16057|RXN-16056|RXN-16055|RXN1F-150|RXN-12412
PWY-6008	baruol biosynthesis	RXN-9685
PWY-6105	botryococcenes and methylated squalene biosynthesis	RXN-12263|RXN-13311|RXN-13310|RXN-13291|RXN-13285|RXN-13284|RXN-13283|RXN-13282|RXN-13724
PWY-5203	soybean saponin I biosynthesis	RXN-12320|RXN-12319|RXN-8086|RXN-8084|RXN-8083|RXN-8085|RXN-8082|RXN-7570
PWY-7066	glycyrrhetinate biosynthesis	RXN-7570|RXN-19713|RXN-19712|RXN-13496|RXN-13494|RXN-13493|RXN-13491|RXN-12683|RXN-13489|RXN-13492|RXN-12682|RXN-12681
PWY-5672	ginsenosides biosynthesis	RXN-19701|RXN-19706|RXN-19705|RXN-19700|RXN-19699|RXN-19698|RXN-19697|RXN-19696|RXN-19695|RXN-14979|RXN-14978|RXN-14976|RXN-13509|RXN-7570|RXN-14975|RXN-8887|RXN-8885
PWY-7069	oleanolate biosynthesis	RXN-13505|RXN-13504|RXN-13503|RXN-7570
